Used by,Component id,Version id,Component name,Component version name,Channel versions,License ids,License names,License families,Match type,Producer match type,Usage,In use,Operational Risk,Component policy status,Overridden By,Created At,Origin name,Origin id,Review Status,Reviewed by,Reviewed at,Project path,Source/Type,Snippet Review status,File Match Count,License Risk,Component Status,Component Notes,Fulfillment Required,Version Notes,Critical Vulnerability Count,High Vulnerability Count,Medium Vulnerability Count,Low Vulnerability Count,Release Date,Newer Versions,Commit Activity,Commits in Past 12 Months,Contributors in Past 12 Months,Deep License Ids,Deep License Names,Deep License Families,Comments,Component origin id,Has License Conflicts,Component Link,Open Hub URL
,0182e3fb-570b-48a8-934d-a6dddcb7ab9d,d605f4c9-857f-4f27-85e4-2c5c079ee27a,Java Platform Standard Edition (JRE) (J2RE),8u192,8u192,7868f433-45b9-47a6-a4fc-2ccc0748a1a3,Oracle Java SE and JavaFX License,RESTRICTED_PROPRIETARY,"Files Added/Deleted,Exact,Files Modified",,DYNAMICALLY_LINKED,true,HIGH,Not In Violation,,12/8/22,unknown,,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,20,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,2,10/16/18,10,,,,,,,,194706c6-51a4-4bff-9aee-78584cead21b,false,http://jdk-distros.java.net/,
,0182e3fb-570b-48a8-934d-a6dddcb7ab9d,eb070c82-b3f9-4616-9c15-08662f23cf5f,Java Platform Standard Edition (JRE) (J2RE),8u221,8u221,7868f433-45b9-47a6-a4fc-2ccc0748a1a3,Oracle Java SE and JavaFX License,RESTRICTED_PROPRIETARY,Exact,,DYNAMICALLY_LINKED,true,MEDIUM,Not In Violation,,12/8/22,unknown,,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,28,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,7/16/19,5,,,,,,,,a46d0e89-f792-4738-88e3-f8d410480ea3,false,http://jdk-distros.java.net/,
,8f1880de-61dc-4390-a6eb-23f4d39ccaf6,e03aff34-f9d8-4b7c-a85c-318a04644130,Java Platform Standard Edition SDK (J2SDK) (JDK),8u231,8u231,7868f433-45b9-47a6-a4fc-2ccc0748a1a3,Oracle Java SE and JavaFX License,RESTRICTED_PROPRIETARY,Exact,,DYNAMICALLY_LINKED,true,MEDIUM,In Violation,,12/8/22,unknown,,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,81,MEDIUM,UNREVIEWED,,UNREVIEWED,,1,1,1,2,10/15/19,412,,,,,,,,58a69499-d08f-4acb-b7a8-ddc5646c6994,false,http://java.sun.com/javase/index.jsp,
,0f16a1e4-f3c0-454a-b8ef-7f13db52c0e3,c123a1b9-1ceb-45f5-957d-07309773aa43,Java Servlet API,2.2.1-b03,2.2.1-b03,"728e8092-d99e-4a37-90d3-da7abfa33c6d,dd002c7d-e70a-479f-8af4-798e1b2bbd2d",(Common Development and Distribution License 1.1 OR Sun GPL With Classpath Exception v2.0),"WEAK_RECIPROCAL,RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,maven,javax.servlet.jsp:jsp-api:2.2.1-b03,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,1/10/11,31,,,,,,,,4104a284-e3af-4e13-8a83-8aa02b7ff7d1,false,http://servlet-spec.java.net,
,5758f7f0-9071-457b-a1b5-96df22d9d2a3,109aa35c-7a8a-4501-b7eb-8eec84b07025,JavaHelp API,2.0.06,2.0.06,728e8092-d99e-4a37-90d3-da7abfa33c6d,Sun GPL With Classpath Exception v2.0,RECIPROCAL,Exact,,DYNAMICALLY_LINKED,true,OK,In Violation,,12/8/22,maven,org.glassfish.external:javahelp:2.0.06,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,2,HIGH,UNREVIEWED,,UNREVIEWED,,0,0,0,0,7/19/17,0,,,,,,,,ee4960dd-7c6e-4832-9391-88be3d3a4210,false,https://javahelp.dev.java.net/,
,7cad7472-4f9f-44e1-9433-216c429d2ee0,f6101915-cff4-446c-85b0-32d03fc7edb6,JavaMail API (no providers),1.4.6,1.4.6,"9b7eb3ce-d64b-4e3e-a6b7-55d4dc798e68,0179ff68-705a-450b-89eb-c3581199c2e7",(GNU General Public License v2.0 w/Classpath exception OR Common Development and Distribution License 1.0),"WEAK_RECIPROCAL,RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,maven,com.sun.mail:mailapi:1.4.6,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,2/7/13,28,,,,,,,,155c62f0-8009-4a54-bee8-4d9d8e683982,false,http://kenai.com/projects/javamail/mailapi,
,9601cf0e-10b2-4ff1-a488-e171875b4df2,58d8ac4e-b03e-48c9-bc57-7ae3964f8bd3,JavaMail API Gmail IMAP provider,1.4.6,1.4.6,"dd002c7d-e70a-479f-8af4-798e1b2bbd2d,9b7eb3ce-d64b-4e3e-a6b7-55d4dc798e68",(GNU General Public License v2.0 w/Classpath exception AND Common Development and Distribution License 1.1),"WEAK_RECIPROCAL,RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,maven,com.sun.mail:gimap:1.4.6,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,HIGH,UNREVIEWED,,UNREVIEWED,,0,0,0,0,2/7/13,28,,,,,,,,e89a84b2-fe16-4918-9fd2-7d03597582f5,false,http://kenai.com/projects/javamail/gimap,
,47d8828e-9498-459d-a9a6-95260fa2bc36,074b10dc-b945-45ba-946c-d1bc2a9bc97d,JavaMail API dsn support,1.4.7,1.4.7,"9b7eb3ce-d64b-4e3e-a6b7-55d4dc798e68,0179ff68-705a-450b-89eb-c3581199c2e7",(GNU General Public License v2.0 w/Classpath exception AND Common Development and Distribution License 1.0),"WEAK_RECIPROCAL,RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,maven,com.sun.mail:dsn:1.4.7,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,HIGH,UNREVIEWED,,UNREVIEWED,,0,0,0,0,3/9/13,26,,,,,,,,530757ca-46a2-43c3-b99c-9a61a388c5b3,false,http://kenai.com/projects/javamail/dsn,
,59d6d168-ece6-4e1d-b6eb-44535af94e02,d057fe1a-38b3-45dd-bf00-024f1165d38e,JavaMail API imap provider,1.4.6,1.4.6,"9b7eb3ce-d64b-4e3e-a6b7-55d4dc798e68,0179ff68-705a-450b-89eb-c3581199c2e7",(GNU General Public License v2.0 w/Classpath exception OR Common Development and Distribution License 1.0),"WEAK_RECIPROCAL,RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,maven,com.sun.mail:imap:1.4.6,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,2/7/13,28,,,,,,,,52b30cd6-616d-47f6-815d-52807e9cddec,false,http://kenai.com/projects/javamail/parent-distrib/imap,
,9fcd069d-9988-415b-9729-1ba4bdf57211,5623805b-bd88-4b56-8629-060ce95e8914,JavaMail API pop3 provider,1.4.6,1.4.6,"9b7eb3ce-d64b-4e3e-a6b7-55d4dc798e68,0179ff68-705a-450b-89eb-c3581199c2e7",(GNU General Public License v2.0 w/Classpath exception OR Common Development and Distribution License 1.0),"WEAK_RECIPROCAL,RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,maven,com.sun.mail:pop3:1.4.6,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,2/7/13,28,,,,,,,,c9bcdb11-8ff1-46c5-b00d-e777333ff1b3,false,http://kenai.com/projects/javamail/parent-distrib/pop3,
,5a7e967c-68cc-4f96-8a43-60f438f1073e,3c379eba-8791-43f7-8301-685dc1a486a2,JavaMail API smtp provider,1.4.6,1.4.6,"9b7eb3ce-d64b-4e3e-a6b7-55d4dc798e68,0179ff68-705a-450b-89eb-c3581199c2e7",(GNU General Public License v2.0 w/Classpath exception OR Common Development and Distribution License 1.0),"WEAK_RECIPROCAL,RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,maven,com.sun.mail:smtp:1.4.6,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,2/7/13,28,,,,,,,,731dc265-8c68-44fa-809a-7469cfb90d69,false,http://kenai.com/projects/javamail/parent-distrib/smtp,
,c55a9590-157c-4dce-b79b-66ae44bd2908,6536181b-9dfd-46ea-a7f1-fb07c19879db,JavaTM  Authentication and Authorization Service (JAAS),1.0,1.0,ae7269e8-01c9-4a08-867c-6638609f7101,Sun Binary Code JAAS License v1.0,RESTRICTED_PROPRIETARY,Files Modified,,DYNAMICALLY_LINKED,true,OK,Not In Violation,,12/8/22,unknown,,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,1/26/00,1,,,,,,,,272845c3-7713-41ab-a122-a13fc9e17fa0,false,http://java.sun.com/products/jaas/,
,a2c266c4-6644-458e-8b70-f343e56eb540,3227da2a-b524-4d76-8de2-03de8f9164c7,Jetty :: Continuation,8.1.3-v20120522,8.1.3-v20120522,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7,Eclipse Public License 1.0,WEAK_RECIPROCAL,"Exact,Files Modified",,DYNAMICALLY_LINKED,true,OK,In Violation,,12/8/22,maven,org.eclipse.jetty:continuation:8.1.3-v20120522,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,2,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,2/19/13,0,,,,,,,,2d1dd302-61ab-4f48-a937-1f420adca4e0,false,http://maven.irisa.fr/artifactory/list/kermeta-public-release/org/eclipse/jetty/continuation/,
,e97ee22f-1b77-40ed-bc30-69888729ce57,491b5e01-5627-43c6-a7d2-8a0fc8b995b9,Jetty :: Http Utility,8.1.14,8.1.14.v20131031,"7cae335f-1193-421e-92f1-8802b4243e93,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7",(Apache License 2.0 AND Eclipse Public License 1.0),"PERMISSIVE,WEAK_RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,eclipse,org.eclipse.jetty.http/8.1.14.v20131031,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,10/31/13,25,,,,,,,,60917054-388b-446d-bf9c-8734b95eb658,false,,
,15044e7f-861e-45c6-a128-15aa1a03b005,1080de4e-e32e-49a4-9165-153d376ef984,Jetty :: IO Utility,8.1.14,8.1.14.v20131031,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7,Eclipse Public License 1.0,WEAK_RECIPROCAL,Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,eclipse,org.eclipse.jetty.io/8.1.14.v20131031,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,10/31/13,25,,,,,,,,b8732b20-35a3-4de9-8ac1-8b190ccf2a80,false,,
,8f9dae01-3813-4fdd-b3f9-0a882be051e6,efbd34b8-53b4-4a04-972f-2ad29cda0691,Jetty :: Security,8.1.14,8.1.14.v20131031,"7cae335f-1193-421e-92f1-8802b4243e93,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7",(Apache License 2.0 AND Eclipse Public License 1.0),"PERMISSIVE,WEAK_RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,eclipse,org.eclipse.jetty.security/8.1.14.v20131031,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,10/31/13,25,,,,,,,,e05f1958-38bf-4e82-9093-a046ab362d0f,false,,
,56c83b4a-ba59-4c4d-8bdf-6e6c2d471ff9,6010eac3-3249-4f4f-b571-b3bcee663e1e,Jetty :: Servlet Handling,8.1.16,8.1.16.v20140903,"7cae335f-1193-421e-92f1-8802b4243e93,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7",(Apache License 2.0 AND Eclipse Public License 1.0),"PERMISSIVE,WEAK_RECIPROCAL",Files Modified,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,eclipse,org.eclipse.jetty.servlet/8.1.16.v20140903,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,9/3/14,22,,,,,,,,9dea2dde-c325-40ce-b959-986abfd0bae3,false,,
,8a80e82a-76f3-4387-8817-b5b3a5eea682,dc8c3834-86cb-4b06-8f53-97ed661602c7,Jetty Orbit :: EL,2.2.0.v201303151357,2.2.0.v201303151357,"728e8092-d99e-4a37-90d3-da7abfa33c6d,0179ff68-705a-450b-89eb-c3581199c2e7",(Sun GPL With Classpath Exception v2.0 OR Common Development and Distribution License 1.0),"WEAK_RECIPROCAL,RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,OK,In Violation,,12/8/22,maven,org.eclipse.jetty.orbit:com.sun.el:2.2.0.v201303151357,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,3/15/13,0,,,,,,,,56934fa1-a0c0-4750-9ca3-f070a70709dc,false,http://www.eclipse.org/jetty/jetty-orbit/com.sun.el,
,d42dbaf6-9d1f-4a8f-be44-31a6119f8504,5c4983d3-6261-467c-b9be-407cb537a9e6,Jetty Orbit :: Servlet API,3.0.0.v201112011016,3.0.0.v201112011016,"7cae335f-1193-421e-92f1-8802b4243e93,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7",(Apache License 2.0 AND Eclipse Public License 1.0),"PERMISSIVE,WEAK_RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,OK,In Violation,,12/8/22,unknown,,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,12/7/11,0,,,,,,,,5c6d001f-5800-43b2-bca7-f4e89310ecd2,false,http://www.eclipse.org/jetty/jetty-orbit/javax.servlet,
,6c53ec52-1220-40f4-a1f0-d1168d66fb03,4c786190-b92e-4e1e-a9f1-9e999f2b8707,Jetty Orbit :: javax el,2.2.0.v201303151357,2.2.0.v201303151357,"728e8092-d99e-4a37-90d3-da7abfa33c6d,0179ff68-705a-450b-89eb-c3581199c2e7",(Sun GPL With Classpath Exception v2.0 OR Common Development and Distribution License 1.0),"WEAK_RECIPROCAL,RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,OK,In Violation,,12/8/22,maven,org.eclipse.jetty.orbit:javax.el:2.2.0.v201303151357,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,3/15/13,0,,,,,,,,b12ea7b5-4a16-4d8b-a6c7-b63ecce510a8,false,http://www.eclipse.org/jetty/jetty-orbit/javax.el,
,d8221aaa-7d55-4b5a-b3e0-2b5cba26ce60,9ccbf795-c0ff-495d-bc38-98f078720b55,"Jetty: Java based HTTP/1.x, HTTP/2, Servlet, WebSocket Server",2.2.2.b05.0,2.2.2.b05.0,"7cae335f-1193-421e-92f1-8802b4243e93,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7,0179ff68-705a-450b-89eb-c3581199c2e7",(Apache License 2.0 OR Common Development and Distribution License 1.0 OR Eclipse Public License 1.0),"PERMISSIVE,WEAK_RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,maven,org.mortbay.jetty:jsp-impl:2.2.2.b05.0,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,3,OK,UNREVIEWED,,UNREVIEWED,,0,0,0,0,5/25/11,661,INCREASING,4745,36,,,,,bb070c98-9a71-4936-aff6-325349eb7100,false,http://www.eclipse.org/jetty/,https://www.openhub.net/p/187
,d8221aaa-7d55-4b5a-b3e0-2b5cba26ce60,b6a77a9b-787e-4113-8cb8-b60f4a2b1634,"Jetty: Java based HTTP/1.x, HTTP/2, Servlet, WebSocket Server",3.0.200.v20131021,3.0.200,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7,Eclipse Public License 1.0,WEAK_RECIPROCAL,Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,unknown,,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,6,5,1,10/23/13,488,INCREASING,4745,36,,,,,6d35e692-0b25-44e6-ba0f-1cfcef857d7b,false,http://www.eclipse.org/jetty/,https://www.openhub.net/p/187
,d8221aaa-7d55-4b5a-b3e0-2b5cba26ce60,b5bca99e-fda6-40d1-9d31-a26ce19a09d1,"Jetty: Java based HTTP/1.x, HTTP/2, Servlet, WebSocket Server",8.1.14.v20131031,8.1.14.v20131031,"7cae335f-1193-421e-92f1-8802b4243e93,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7",(Apache License 2.0 OR Eclipse Public License 1.0),"PERMISSIVE,WEAK_RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,"maven, unknown, maven","org.eclipse.jetty:jetty-servlet:8.1.14.v20131031, , org.eclipse.jetty:jetty-continuation:8.1.14.v20131031",NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,OK,UNREVIEWED,,UNREVIEWED,,0,5,5,1,10/31/13,481,INCREASING,4745,36,,,,,"82a72c1b-0aa2-4c29-a5c9-1552abda1e5f, fdfb4f65-8072-4235-97f4-a67b484d500f, 14498103-bedc-4f67-abfe-57d4c84f8ee3",false,http://www.eclipse.org/jetty/,https://www.openhub.net/p/187
,4a9154e5-8684-4f0f-b952-72e35fbe8bf6,6bfade42-5c1a-469e-9845-4403d57ad770,Lists,1.1.0,1.1.0,ad705c59-6893-4980-bdbf-0837f1823cc4,MIT License,PERMISSIVE,Exact,,DYNAMICALLY_LINKED,true,OK,Not In Violation,,12/8/22,maven,com.github.marschall:sets:1.1.0,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,142,OK,UNREVIEWED,,UNREVIEWED,,0,0,0,0,10/5/17,0,,,,,,,,97a02672-c42a-4f55-975c-d8f0dafb1cd7,false,https://github.com/marschall/sets,
,0c7335db-d7d9-497d-a447-7964ed970bfa,b4688faa-72cb-4cbc-8f47-b1940982aff3,Lucene Analyzers,3.5.0,3.5.0,7cae335f-1193-421e-92f1-8802b4243e93,Apache License 2.0,PERMISSIVE,Exact,,DYNAMICALLY_LINKED,true,HIGH,Not In Violation,,12/8/22,maven,org.apache.lucene:lucene-analyzers:3.5.0,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,OK,UNREVIEWED,,UNREVIEWED,,0,0,0,0,11/25/11,1870,,,,,,,,a1213257-5cf8-4b8b-8f50-db34606b39b5,false,http://lucene.apache.org/lucene-parent/lucene-analyzers-common,
,4daa2513-efd3-456a-b46d-10082770c028,ee19ee20-0383-443b-8225-5596810aa169,Maven definition for updater.jar - external part of NetBeans module.,RELEASE802,RELEASE802,"0289ba34-8fe7-41db-82e0-49c28b9c2414,0179ff68-705a-450b-89eb-c3581199c2e7",(Common Development and Distribution License 1.0 OR GNU General Public License v2.0 only),"WEAK_RECIPROCAL,RECIPROCAL",Exact,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,maven,org.netbeans.external:updater:RELEASE802,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,11/26/14,21,,,,,,,,8c3b3098-4dc4-4c45-b201-24ad3772451d,false,,
,a07d6859-41c6-444a-a938-59262170f189,13e84282-6b21-41fe-b472-d673351eafa2,Microsoft_C_Runtime_v,1.0.0,1.0.0,3eca8fb9-fca4-4b49-b4bd-189ba8efd691,Basic Proprietary Commercial License,RESTRICTED_PROPRIETARY,Exact,,DYNAMICALLY_LINKED,true,OK,Not In Violation,,12/8/22,nuget,Microsoft_C_Runtime/1.0.0,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,5,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,7/29/15,1,,,,,,,,6b429bd7-2f88-4e31-9a5a-8d68edc87508,false,,
,508c27e5-decb-4284-944a-28cd2f945b2e,c2c88ed4-3e3a-4c94-898a-b19cf5f28390,OpenJFX,8u161-b12,8u161-b12-1/all,"39692bc6-4d1c-4466-a02c-fa6f21170587,9b7eb3ce-d64b-4e3e-a6b7-55d4dc798e68",(GNU General Public License v2.0 w/Classpath exception AND GNU General Public License v2.0 or later),RECIPROCAL,Files Modified,,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,debian,openjfx-source/8u161-b12-1/all,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,3,HIGH,UNREVIEWED,,UNREVIEWED,,0,0,0,0,12/17/17,92,STABLE,0,0,,,,,7e322344-7e0e-48b3-b08e-56f3d7d54934,false,http://www.javafx.com,https://www.openhub.net/p/5481
,20f2def5-7976-452c-adcc-10f70751a804,fd50cf40-2112-4cf6-9ecf-789a21ab98cd,POCO C++ Libraries,1.7.8,1.7.8,26b23233-77bd-4cc2-8977-f312abd57327,Boost Software License 1.0,PERMISSIVE,Exact,,DYNAMICALLY_LINKED,true,HIGH,Not In Violation,,12/8/22,nuget,Poco/1.7.8,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,8,OK,UNREVIEWED,,UNREVIEWED,,0,0,1,0,4/22/17,27,DECREASING,103,14,,,,,99dbe1ea-2793-422d-adba-16270ebcf945,false,https://sourceforge.net/projects/poco/,https://www.openhub.net/p/12386
,4cac7a09-736e-4f17-ab55-2d1a1be732f1,16e57a67-9a48-4e8a-975e-0c44dc569fdd,Processing,processing-0270-3.5.4,processing-0270-3.5.4,39692bc6-4d1c-4466-a02c-fa6f21170587,GNU General Public License v2.0 or later,RECIPROCAL,"Exact,Files Modified",,DYNAMICALLY_LINKED,true,HIGH,In Violation,,12/8/22,github,processing/processing:processing-0270-3.5.4,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,19,HIGH,UNREVIEWED,,UNREVIEWED,,0,0,0,0,1/17/20,0,STABLE,1,1,,,,,03127d32-410b-4de9-bab1-9a266126910f,false,http://processing.org/,https://www.openhub.net/p/12419
,e38dcd5e-2644-4597-999e-e469ec71eafe,870efb8e-4200-4c44-ac4f-325ee689c366,Scout SDK org.eclipse.equinox.common dependency (Incubation),1.4.0,1.4.0,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7,Eclipse Public License 1.0,WEAK_RECIPROCAL,Exact,,DYNAMICALLY_LINKED,true,MEDIUM,In Violation,,12/8/22,maven,at.bestsolution.eclipse:org.eclipse.e4.core.di.annotations:1.4.0,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,7/22/15,2,,,,,,,,e8cef376-b6de-45cf-a70c-8d06a9c7597f,false,http://www.eclipse.org/scout/,
,19be6b97-c489-420c-8691-040b6d78cc29,822a2463-e063-4a9b-8fdf-a5e247a8d4bc,Scout SDK org.eclipse.jface dependency (Incubation),3.11.0.v20150602-1400,3.11.0.v20150602-1400,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7,Eclipse Public License 1.0,WEAK_RECIPROCAL,Exact,,DYNAMICALLY_LINKED,true,OK,In Violation,,12/8/22,maven,org.eclipse.scout.sdk.deps:org.eclipse.jface:3.11.0.v20150602-1400,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,8,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,12/2/15,1,,,,,,,,4d399c3d-6529-4d88-823b-d310d223e5bc,false,http://www.eclipse.org/scout/,
,34b9798e-901d-4ea4-bfb4-12b3897e95b6,6d010bfa-97b5-40e7-9a9f-198a556f0c85,Scout SDK org.eclipse.jface.text dependency (Incubation),3.10.0.v20150603-1752,3.10.0.v20150603-1752,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7,Eclipse Public License 1.0,WEAK_RECIPROCAL,Exact,,DYNAMICALLY_LINKED,true,OK,In Violation,,12/8/22,maven,org.eclipse.scout.sdk.deps:org.eclipse.jface.text:3.10.0.v20150603-1752,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,12,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,12/2/15,1,,,,,,,,e48bc547-6d29-41db-af78-cf96c527f441,false,http://www.eclipse.org/scout/,
,e2933cc2-e786-4f16-b58e-4b3ae0fc8edf,77c730b6-ae9d-4289-adae-b567ba9f8e98,Scout SDK org.eclipse.text dependency (Incubation),3.5.400.v20150505-1044,3.5.400.v20150505-1044,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7,Eclipse Public License 1.0,WEAK_RECIPROCAL,Exact,,DYNAMICALLY_LINKED,true,OK,In Violation,,12/8/22,maven,org.eclipse.scout.sdk.deps:org.eclipse.text:3.5.400.v20150505-1044,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,4,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,12/2/15,1,,,,,,,,a19163cc-e33c-4e90-909f-ebf44d62ad9e,false,http://www.eclipse.org/scout/,
,196495d2-1fd9-4c1c-a412-c7bca9c35523,ac6f268c-be68-4f4e-ba8a-760059a8138e,Scout SDK org.eclipse.ui dependency (Incubation),3.107.0.v20150507-1945,3.107.0.v20150507-1945,d676a5c4-0bd9-4453-8c22-2ece2c2a00d7,Eclipse Public License 1.0,WEAK_RECIPROCAL,Exact,,DYNAMICALLY_LINKED,true,OK,In Violation,,12/8/22,maven,org.eclipse.scout.sdk.deps:org.eclipse.ui:3.107.0.v20150507-1945,NOT_REVIEWED,,,ORACLE-JAVA-192 1.0,KB_COMPONENT,,1,MEDIUM,UNREVIEWED,,UNREVIEWED,,0,0,0,0,12/2/15,1,,,,,,,,f3744e91-94dd-4856-9833-bc6e41491e26,false,http://www.eclipse.org/scout/,
